a;b;c;result
35;95;50;둔각
95;17;68;둔각
142;27;11;둔각
34;33;113;둔각
23;102;55;둔각
43;132;5;둔각
18;58;104;둔각
117;3;60;둔각
31;31;118;둔각
26;126;28;둔각
11;77;92;둔각
97;42;41;둔각
129;33;18;둔각
126;43;11;둔각
55;83;42;예각
108;5;67;둔각
61;16;103;둔각
17;108;55;둔각
121;51;8;둔각
58;22;100;둔각
16;87;77;예각
47;27;106;둔각
55;73;52;예각
115;23;42;둔각
29;115;36;둔각
76;67;37;예각
106;13;61;둔각
130;33;17;둔각
36;113;31;둔각
101;43;36;둔각
95;70;15;둔각
80;49;51;예각
49;80;51;예각
148;21;11;둔각
123;14;43;둔각
6;84;90;직각
3;100;77;둔각
122;30;28;둔각
75;96;9;둔각
30;61;89;예각
85;15;80;예각
33;45;102;둔각
82;8;90;직각
17;60;103;둔각
66;66;48;예각
6;87;87;예각
145;19;16;둔각
52;110;18;둔각
84;40;56;예각
150;2;28;둔각
54;60;66;예각
54;10;116;둔각
43;135;2;둔각
44;130;6;둔각
34;133;13;둔각
131;33;16;둔각
170;7;3;둔각
157;14;9;둔각
114;18;48;둔각
5;26;149;둔각
15;129;36;둔각
29;72;79;예각
115;4;61;둔각
78;80;22;예각
44;54;82;예각
27;119;34;둔각
11;30;139;둔각
20;84;76;예각
101;13;66;둔각
132;15;33;둔각
101;64;15;둔각
100;26;54;둔각
104;4;72;둔각
149;29;2;둔각
28;18;134;둔각
43;134;3;둔각
84;23;73;예각
62;30;88;예각
101;15;64;둔각
2;23;155;둔각
43;12;125;둔각
7;144;29;둔각
3;167;10;둔각
13;28;139;둔각
56;107;17;둔각
37;124;19;둔각
19;30;131;둔각
120;45;15;둔각
12;6;162;둔각
2;76;102;둔각
38;9;133;둔각
135;39;6;둔각
9;101;70;둔각
117;22;41;둔각
45;28;107;둔각
171;5;4;둔각
74;53;53;예각
90;12;78;직각
21;90;69;직각
56;17;107;둔각
79;24;77;예각
85;37;58;예각
44;85;51;예각
55;45;80;예각
114;45;21;둔각
126;44;10;둔각
7;86;87;예각
27;6;147;둔각
20;117;43;둔각
85;75;20;예각
129;48;3;둔각
38;53;89;예각
91;4;85;둔각
12;101;67;둔각
61;19;100;둔각
163;9;8;둔각
9;135;36;둔각
167;5;8;둔각
123;46;11;둔각
63;25;92;둔각
7;172;1;둔각
24;103;53;둔각
67;71;42;예각
21;112;47;둔각
57;111;12;둔각
27;11;142;둔각
10;110;60;둔각
41;35;104;둔각
35;66;79;예각
128;27;25;둔각
51;115;14;둔각
52;94;34;둔각
99;70;11;둔각
17;89;74;예각
84;70;26;예각
2;172;6;둔각
3;174;3;둔각
50;73;57;예각
68;73;39;예각
9;26;145;둔각
39;105;36;둔각
132;37;11;둔각
163;1;16;둔각
37;8;135;둔각
35;87;58;예각
77;46;57;예각
76;25;79;예각
112;22;46;둔각
18;122;40;둔각
78;27;75;예각
74;32;74;예각
9;8;163;둔각
35;130;15;둔각
10;29;141;둔각
152;19;9;둔각
116;33;31;둔각
42;67;71;예각
29;50;101;둔각
18;14;148;둔각
74;85;21;예각
1;140;39;둔각
122;48;10;둔각
139;33;8;둔각
59;73;48;예각
61;18;101;둔각
131;40;9;둔각
93;5;82;둔각
50;35;95;둔각
112;18;50;둔각
45;43;92;둔각
14;121;45;둔각
26;45;109;둔각
70;102;8;둔각
41;4;135;둔각
7;44;129;둔각
34;5;141;둔각
95;43;42;둔각
79;7;94;둔각
33;25;122;둔각
77;17;86;예각
56;96;28;둔각
8;15;157;둔각
142;16;22;둔각
72;26;82;예각
3;59;118;둔각
43;93;44;둔각
87;58;35;예각
71;107;2;둔각
142;19;19;둔각
32;6;142;둔각
89;28;63;예각
17;87;76;예각
107;4;69;둔각
94;6;80;둔각
35;42;103;둔각
38;75;67;예각
100;74;6;둔각
165;6;9;둔각
18;96;66;둔각
15;101;64;둔각
45;17;118;둔각
84;44;52;예각
43;24;113;둔각
15;118;47;둔각
16;146;18;둔각
109;2;69;둔각
18;107;55;둔각
148;4;28;둔각
3;58;119;둔각
53;124;3;둔각
111;29;40;둔각
63;31;86;예각
49;12;119;둔각
54;78;48;예각
122;21;37;둔각
49;75;56;예각
87;71;22;예각
14;94;72;둔각
59;12;109;둔각
40;122;18;둔각
55;16;109;둔각
100;43;37;둔각
23;22;135;둔각
42;71;67;예각
36;5;139;둔각
145;25;10;둔각
45;50;85;예각
140;22;18;둔각
53;120;7;둔각
116;29;35;둔각
108;1;71;둔각
10;60;110;둔각
77;47;56;예각
93;46;41;둔각
37;81;62;예각
63;51;66;예각
45;16;119;둔각
22;103;55;둔각
139;2;39;둔각
33;112;35;둔각
53;73;54;예각
50;20;110;둔각
46;84;50;예각
31;36;113;둔각
40;31;109;둔각
81;8;91;둔각
25;104;51;둔각
33;114;33;둔각
137;40;3;둔각
43;30;107;둔각
40;12;128;둔각
76;22;82;예각
94;59;27;둔각
11;138;31;둔각
85;74;21;예각
41;44;95;둔각
88;5;87;예각
104;75;1;둔각
81;35;64;예각
33;64;83;예각
11;8;161;둔각
115;46;19;둔각
71;44;65;예각
114;48;18;둔각
54;15;111;둔각
34;137;9;둔각
20;42;118;둔각
23;97;60;둔각
148;7;25;둔각
20;146;14;둔각
119;11;50;둔각
55;2;123;둔각
41;110;29;둔각
86;81;13;예각
20;23;137;둔각
26;5;149;둔각
70;5;105;둔각
32;75;73;예각
105;12;63;둔각
64;80;36;예각
44;117;19;둔각
103;27;50;둔각
137;17;26;둔각
51;85;44;예각
27;26;127;둔각
9;87;84;예각
44;50;86;예각
139;13;28;둔각
151;28;1;둔각
25;14;141;둔각
6;1;173;둔각
17;97;66;둔각
18;37;125;둔각
13;3;164;둔각
49;79;52;예각
91;67;22;둔각
11;13;156;둔각
19;86;75;예각
109;3;68;둔각
148;5;27;둔각
139;34;7;둔각
137;19;24;둔각
134;3;43;둔각
21;151;8;둔각
100;14;66;둔각
119;31;30;둔각
71;29;80;예각
11;49;120;둔각
82;52;46;예각
16;76;88;예각
54;73;53;예각
84;66;30;예각
30;122;28;둔각
150;12;18;둔각
4;173;3;둔각
31;64;85;예각
30;124;26;둔각
10;9;161;둔각
32;56;92;둔각
30;135;15;둔각
44;34;102;둔각
71;100;9;둔각
122;4;54;둔각
70;99;11;둔각
132;29;19;둔각
18;116;46;둔각
32;112;36;둔각
36;35;109;둔각
51;102;27;둔각
105;11;64;둔각
54;96;30;둔각
30;106;44;둔각
47;115;18;둔각
1;97;82;둔각
96;71;13;둔각
128;17;35;둔각
21;129;30;둔각
30;108;42;둔각
12;30;138;둔각
92;72;16;둔각
26;93;61;둔각
157;5;18;둔각
17;26;137;둔각
156;17;7;둔각
136;36;8;둔각
73;56;51;예각
18;30;132;둔각
106;64;10;둔각
39;18;123;둔각
88;60;32;예각
140;15;25;둔각
45;110;25;둔각
118;28;34;둔각
29;51;100;둔각
4;72;104;둔각
39;121;20;둔각
14;126;40;둔각
55;118;7;둔각
141;21;18;둔각
19;96;65;둔각
93;78;9;둔각
126;38;16;둔각
26;36;118;둔각
94;67;19;둔각
27;59;94;둔각
90;4;86;직각
72;34;74;예각
75;14;91;둔각
95;1;84;둔각
37;33;110;둔각
112;30;38;둔각
100;66;14;둔각
63;63;54;예각
18;6;156;둔각
21;137;22;둔각
5;143;32;둔각
83;62;35;예각
41;62;77;예각
104;31;45;둔각
58;105;17;둔각
122;52;6;둔각
72;70;38;예각
103;63;14;둔각
23;122;35;둔각
50;36;94;둔각
44;101;35;둔각
108;38;34;둔각
14;66;100;둔각
33;20;127;둔각
3;106;71;둔각
82;94;4;둔각
106;19;55;둔각
30;5;145;둔각
32;93;55;둔각
71;43;66;예각
39;80;61;예각
15;34;131;둔각
11;94;75;둔각
12;163;5;둔각
119;51;10;둔각
24;32;124;둔각
33;105;42;둔각
42;77;61;예각
32;24;124;둔각
5;35;140;둔각
47;116;17;둔각
101;25;54;둔각
32;107;41;둔각
73;19;88;예각
87;43;50;예각
57;42;81;예각
96;16;68;둔각
50;69;61;예각
17;38;125;둔각
26;42;112;둔각
104;58;18;둔각
9;117;54;둔각
84;82;14;예각
46;61;73;예각
75;32;73;예각
25;150;5;둔각
20;44;116;둔각
20;110;50;둔각
6;112;62;둔각
99;56;25;둔각
107;61;12;둔각
85;46;49;예각
22;126;32;둔각
29;150;1;둔각
161;4;15;둔각
4;174;2;둔각
135;4;41;둔각
42;45;93;둔각
89;3;88;예각
26;2;152;둔각
71;18;91;둔각
4;43;133;둔각
16;161;3;둔각
26;47;107;둔각
16;65;99;둔각
101;28;51;둔각
27;115;38;둔각
61;39;80;예각
30;112;38;둔각
121;42;17;둔각
35;112;33;둔각
72;49;59;예각
61;62;57;예각
59;92;29;둔각
37;22;121;둔각
12;33;135;둔각
97;72;11;둔각
58;112;10;둔각
86;61;33;예각
15;140;25;둔각
113;19;48;둔각
15;120;45;둔각
61;41;78;예각
39;99;42;둔각
125;42;13;둔각
10;10;160;둔각
10;79;91;둔각
7;2;171;둔각
68;28;84;예각
13;73;94;둔각
148;20;12;둔각
84;13;83;예각
30;101;49;둔각
50;81;49;예각
159;11;10;둔각
19;123;38;둔각
84;74;22;예각
60;58;62;예각
8;51;121;둔각
84;36;60;예각
74;42;64;예각
18;57;105;둔각
162;5;13;둔각
34;144;2;둔각
13;35;132;둔각
78;39;63;예각
69;108;3;둔각
10;154;16;둔각
14;128;38;둔각
16;33;131;둔각
64;95;21;둔각
17;107;56;둔각
38;110;32;둔각
28;1;151;둔각
124;35;21;둔각
94;2;84;둔각
7;21;152;둔각
20;156;4;둔각
17;14;149;둔각
14;130;36;둔각
117;53;10;둔각
48;73;59;예각
32;47;101;둔각
138;33;9;둔각
52;51;77;예각
97;30;53;둔각
7;94;79;둔각
25;102;53;둔각
16;46;118;둔각
39;87;54;예각
11;20;149;둔각
96;47;37;둔각
12;20;148;둔각
74;57;49;예각
30;133;17;둔각
25;140;15;둔각
28;64;88;예각
9;156;15;둔각
60;24;96;둔각
112;59;9;둔각
62;117;1;둔각
139;17;24;둔각
48;49;83;예각
110;1;69;둔각
3;22;155;둔각
79;86;15;예각
78;88;14;예각
5;22;153;둔각
136;39;5;둔각
9;145;26;둔각
1;64;115;둔각
20;5;155;둔각
62;5;113;둔각
32;133;15;둔각
149;24;7;둔각
58;52;70;예각
25;97;58;둔각
38;90;52;직각
24;7;149;둔각
82;82;16;예각
7;27;146;둔각
15;40;125;둔각
98;10;72;둔각
59;101;20;둔각
37;82;61;예각
126;51;3;둔각
11;151;18;둔각
70;107;3;둔각
74;48;58;예각
80;82;18;예각
38;86;56;예각
127;14;39;둔각
20;90;70;직각
59;45;76;예각
124;47;9;둔각
65;62;53;예각
45;74;61;예각
112;19;49;둔각
100;6;74;둔각
120;22;38;둔각
15;20;145;둔각
15;103;62;둔각
63;99;18;둔각
5;97;78;둔각
106;10;64;둔각
80;31;69;예각
105;24;51;둔각
77;3;100;둔각
35;78;67;예각
97;20;63;둔각
30;70;80;예각
53;59;68;예각
66;91;23;둔각
51;91;38;둔각
4;118;58;둔각
12;23;145;둔각
106;28;46;둔각
31;101;48;둔각
36;1;143;둔각
54;25;101;둔각
30;11;139;둔각
129;3;48;둔각
11;112;57;둔각
87;29;64;예각
3;45;132;둔각
17;149;14;둔각
20;85;75;예각
83;85;12;예각
54;107;19;둔각
55;33;92;둔각
24;142;14;둔각
92;34;54;둔각
30;138;12;둔각
41;15;124;둔각
113;3;64;둔각
101;53;26;둔각
41;106;33;둔각
23;152;5;둔각
109;19;52;둔각
63;87;30;예각
115;60;5;둔각
106;4;70;둔각
7;14;159;둔각
65;43;72;예각
9;99;72;둔각
13;22;145;둔각
133;33;14;둔각
154;17;9;둔각
28;149;3;둔각
57;61;62;예각
15;77;88;예각
12;77;91;둔각
42;36;102;둔각
52;87;41;예각
10;141;29;둔각
63;2;115;둔각
150;13;17;둔각
153;13;14;둔각
72;60;48;예각
25;153;2;둔각
127;19;34;둔각
10;128;42;둔각
96;63;21;둔각
92;78;10;둔각
91;65;24;둔각
95;35;50;둔각
5;141;34;둔각
52;70;58;예각
8;129;43;둔각
20;71;89;예각
38;131;11;둔각
131;13;36;둔각
23;56;101;둔각
42;132;6;둔각
17;16;147;둔각
27;49;104;둔각
125;24;31;둔각
36;100;44;둔각
54;49;77;예각
21;144;15;둔각
78;90;12;직각
102;6;72;둔각
2;58;120;둔각
20;99;61;둔각
99;75;6;둔각
81;37;62;예각
15;36;129;둔각
39;35;106;둔각
71;91;18;둔각
91;51;38;둔각
95;37;48;둔각
26;88;66;예각
93;55;32;둔각
6;81;93;둔각
31;34;115;둔각
13;106;61;둔각
95;18;67;둔각
83;38;59;예각
40;139;1;둔각
139;7;34;둔각
53;113;14;둔각
3;5;172;둔각
133;39;8;둔각
79;52;49;예각
19;135;26;둔각
4;162;14;둔각
74;105;1;둔각
67;1;112;둔각
66;24;90;직각
47;109;24;둔각
101;5;74;둔각
42;17;121;둔각
2;87;91;둔각
158;12;10;둔각
173;6;1;둔각
54;109;17;둔각
11;12;157;둔각
110;29;41;둔각
123;3;54;둔각
109;21;50;둔각
89;55;36;예각
11;86;83;예각
62;22;96;둔각
27;75;78;예각
83;3;94;둔각
78;78;24;예각
92;5;83;둔각
85;90;5;직각
111;1;68;둔각
96;51;33;둔각
5;40;135;둔각
32;49;99;둔각
91;48;41;둔각
38;17;125;둔각
47;130;3;둔각
89;2;89;예각
55;66;59;예각
86;14;80;예각
42;93;45;둔각
35;59;86;예각
33;85;62;예각
31;145;4;둔각
2;71;107;둔각
15;156;9;둔각
25;52;103;둔각
31;111;38;둔각
35;83;62;예각
68;102;10;둔각
13;8;159;둔각
53;111;16;둔각
56;73;51;예각
128;7;45;둔각
85;1;94;둔각
26;141;13;둔각
100;73;7;둔각
20;112;48;둔각
51;78;51;예각
10;51;119;둔각
87;55;38;예각
44;47;89;예각
94;5;81;둔각
63;28;89;예각
49;66;65;예각
38;4;138;둔각
14;133;33;둔각
4;123;53;둔각
85;72;23;예각
27;128;25;둔각
16;140;24;둔각
97;75;8;둔각
89;82;9;예각
13;40;127;둔각
27;105;48;둔각
50;127;3;둔각
38;138;4;둔각
47;20;113;둔각
97;58;25;둔각
49;56;75;예각
90;39;51;직각
100;22;58;둔각
137;39;4;둔각
47;24;109;둔각
83;68;29;예각
76;2;102;둔각
3;41;136;둔각
23;100;57;둔각
72;3;105;둔각
7;129;44;둔각
39;42;99;둔각
104;16;60;둔각
3;3;174;둔각
23;149;8;둔각
123;36;21;둔각
119;48;13;둔각
135;24;21;둔각
96;55;29;둔각
57;34;89;예각
52;66;62;예각
162;15;3;둔각
20;9;151;둔각
42;108;30;둔각
48;99;33;둔각
106;14;60;둔각
44;123;13;둔각
31;135;14;둔각
51;110;19;둔각
39;65;76;예각
14;44;122;둔각
74;89;17;예각
4;70;106;둔각
4;12;164;둔각
44;65;71;예각
67;38;75;예각
52;26;102;둔각
76;63;41;예각
131;28;21;둔각
149;9;22;둔각
86;82;12;예각
35;9;136;둔각
53;8;119;둔각
86;27;67;예각
28;62;90;직각
14;136;30;둔각
111;13;56;둔각
23;15;142;둔각
1;107;72;둔각
76;90;14;직각
21;157;2;둔각
49;70;61;예각
148;13;19;둔각
77;67;36;예각
68;70;42;예각
4;85;91;둔각
95;6;79;둔각
78;53;49;예각
52;114;14;둔각
41;47;92;둔각
40;38;102;둔각
141;30;9;둔각
57;51;72;예각
18;110;52;둔각
90;28;62;직각
156;22;2;둔각
32;59;89;예각
38;58;84;예각
126;31;23;둔각
57;23;100;둔각
73;21;86;예각
69;45;66;예각
28;121;31;둔각
121;10;49;둔각
8;29;143;둔각
40;134;6;둔각
36;66;78;예각
121;57;2;둔각
51;107;22;둔각
41;79;60;예각
148;12;20;둔각
15;13;152;둔각
158;6;16;둔각
120;59;1;둔각
30;35;115;둔각
7;35;138;둔각
46;32;102;둔각
81;10;89;예각
41;103;36;둔각
62;45;73;예각
104;40;36;둔각
47;122;11;둔각
127;35;18;둔각
56;8;116;둔각
10;50;120;둔각
37;37;106;둔각
89;8;83;예각
87;28;65;예각
1;93;86;둔각
82;75;23;예각
34;125;21;둔각
126;26;28;둔각
48;62;70;예각
133;1;46;둔각
13;87;80;예각
71;95;14;둔각
163;7;10;둔각
77;63;40;예각
16;113;51;둔각
149;15;16;둔각
30;1;149;둔각
80;96;4;둔각
84;30;66;예각
44;67;69;예각
6;41;133;둔각
87;82;11;예각
2;139;39;둔각
1;2;177;둔각
32;40;108;둔각
68;10;102;둔각
19;20;141;둔각
11;50;119;둔각
21;94;65;둔각
109;42;29;둔각
63;21;96;둔각
62;21;97;둔각
5;62;113;둔각
65;27;88;예각
35;124;21;둔각
2;32;146;둔각
47;5;128;둔각
161;1;18;둔각
90;58;32;직각
63;114;3;둔각
92;76;12;둔각
46;53;81;예각
119;40;21;둔각
23;109;48;둔각
80;10;90;직각
41;61;78;예각
132;42;6;둔각
45;104;31;둔각
107;35;38;둔각
120;46;14;둔각
43;4;133;둔각
49;21;110;둔각
99;59;22;둔각
68;57;55;예각
70;21;89;예각
69;61;50;예각
120;23;37;둔각
34;136;10;둔각
48;68;64;예각
17;122;41;둔각
64;8;108;둔각
100;4;76;둔각
75;12;93;둔각
7;116;57;둔각
27;126;27;둔각
66;80;34;예각
91;27;62;둔각
133;7;40;둔각
55;5;120;둔각
4;154;22;둔각
41;18;121;둔각
30;42;108;둔각
18;157;5;둔각
57;49;74;예각
90;69;21;직각
1;28;151;둔각
25;17;138;둔각
15;41;124;둔각
14;153;13;둔각
98;12;70;둔각
50;31;99;둔각
12;93;75;둔각
71;52;57;예각
110;35;35;둔각
27;89;64;예각
13;127;40;둔각
156;15;9;둔각
40;73;67;예각
77;52;51;예각
55;116;9;둔각
169;4;7;둔각
147;8;25;둔각
58;88;34;예각
136;35;9;둔각
65;8;107;둔각
45;46;89;예각
1;73;106;둔각
25;84;71;예각
88;2;90;직각
59;84;37;예각
59;34;87;예각
145;10;25;둔각
29;38;113;둔각
97;41;42;둔각
47;88;45;예각
28;67;85;예각
22;85;73;예각
95;22;63;둔각
39;88;53;예각
7;12;161;둔각
64;101;15;둔각
74;103;3;둔각
10;38;132;둔각
108;63;9;둔각
100;62;18;둔각
78;63;39;예각
20;126;34;둔각
127;41;12;둔각
4;38;138;둔각
115;33;32;둔각
49;41;90;직각
30;117;33;둔각
16;97;67;둔각
134;32;14;둔각
50;3;127;둔각
36;112;32;둔각
23;150;7;둔각
116;37;27;둔각
38;140;2;둔각
52;126;2;둔각
127;9;44;둔각
27;83;70;예각
13;121;46;둔각
68;12;100;둔각
121;39;20;둔각
82;58;40;예각
102;61;17;둔각
64;3;113;둔각
150;26;4;둔각
135;29;16;둔각
24;120;36;둔각
64;10;106;둔각
37;102;41;둔각
80;47;53;예각
44;83;53;예각
1;158;21;둔각
77;62;41;예각
62;31;87;예각
52;57;71;예각
5;11;164;둔각
73;59;48;예각
103;50;27;둔각
2;100;78;둔각
11;129;40;둔각
120;20;40;둔각
125;40;15;둔각
57;37;86;예각
99;62;19;둔각
146;1;33;둔각
44;38;98;둔각
46;70;64;예각
75;7;98;둔각
51;15;114;둔각
50;41;89;예각
84;9;87;예각
59;3;118;둔각
89;13;78;예각
39;54;87;예각
33;27;120;둔각
45;97;38;둔각
31;56;93;둔각
2;138;40;둔각
84;58;38;예각
80;51;49;예각
102;3;75;둔각
131;48;1;둔각
44;4;132;둔각
50;60;70;예각
20;72;88;예각
4;172;4;둔각
127;47;6;둔각
33;143;4;둔각
84;60;36;예각
75;57;48;예각
126;50;4;둔각
96;65;19;둔각
110;50;20;둔각
14;26;140;둔각
67;93;20;둔각
91;66;23;둔각
75;17;88;예각
37;39;104;둔각
29;4;147;둔각
11;114;55;둔각
76;52;52;예각
74;67;39;예각
29;36;115;둔각
13;50;117;둔각
30;72;78;예각
37;61;82;예각
93;52;35;둔각
12;128;40;둔각
40;138;2;둔각
56;71;53;예각
43;61;76;예각
11;134;35;둔각
36;51;93;둔각
71;3;106;둔각
68;82;30;예각
34;64;82;예각
24;118;38;둔각
66;53;61;예각
95;3;82;둔각
29;19;132;둔각
43;126;11;둔각
33;86;61;예각
79;44;57;예각
33;133;14;둔각
92;58;30;둔각
4;2;174;둔각
75;70;35;예각
42;62;76;예각
55;110;15;둔각
64;66;50;예각
84;17;79;예각
11;140;29;둔각
42;50;88;예각
55;18;107;둔각
23;2;155;둔각
29;60;91;둔각
5;129;46;둔각
52;77;51;예각
30;27;123;둔각
64;75;41;예각
19;53;108;둔각
75;87;18;예각
27;122;31;둔각
88;88;4;예각
7;109;64;둔각
12;60;108;둔각
64;77;39;예각
1;131;48;둔각
78;32;70;예각
96;29;55;둔각
74;5;101;둔각
7;46;127;둔각
83;39;58;예각
18;79;83;예각
42;73;65;예각
29;6;145;둔각
84;59;37;예각
55;52;73;예각
32;104;44;둔각
155;14;11;둔각
60;54;66;예각
12;57;111;둔각
54;31;95;둔각
25;40;115;둔각
106;61;13;둔각
127;38;15;둔각
26;121;33;둔각
25;101;54;둔각
6;63;111;둔각
104;46;30;둔각
142;28;10;둔각
60;45;75;예각
87;11;82;예각
58;56;66;예각
3;164;13;둔각
12;123;45;둔각
19;155;6;둔각
26;43;111;둔각
89;38;53;예각
62;62;56;예각
82;54;44;예각
70;50;60;예각
43;71;66;예각
25;51;104;둔각
70;60;50;예각
48;21;111;둔각
8;24;148;둔각
11;25;144;둔각
4;16;160;둔각
63;59;58;예각
115;37;28;둔각
73;30;77;예각
91;20;69;둔각
70;94;16;둔각
73;32;75;예각
70;52;58;예각
90;34;56;직각
69;105;6;둔각
103;35;42;둔각
4;155;21;둔각
139;15;26;둔각
57;21;102;둔각
33;92;55;둔각
133;28;19;둔각
22;74;84;예각
98;76;6;둔각
139;32;9;둔각
87;24;69;예각
13;113;54;둔각
61;57;62;예각
8;74;98;둔각
131;15;34;둔각
137;33;10;둔각
89;67;24;예각
6;15;159;둔각
34;118;28;둔각
56;90;34;직각
14;74;92;둔각
45;108;27;둔각
58;48;74;예각
54;111;15;둔각
64;2;114;둔각
30;134;16;둔각
48;82;50;예각
113;57;10;둔각
115;22;43;둔각
154;2;24;둔각
48;54;78;예각
32;50;98;둔각
35;44;101;둔각
141;14;25;둔각
106;1;73;둔각
149;23;8;둔각
124;52;4;둔각
159;14;7;둔각
49;17;114;둔각
85;10;85;예각
8;42;130;둔각
69;57;54;예각
91;21;68;둔각
1;79;100;둔각
21;126;33;둔각
146;30;4;둔각
112;61;7;둔각
131;45;4;둔각
51;13;116;둔각
49;64;67;예각
73;1;106;둔각
143;25;12;둔각
38;134;8;둔각
51;11;118;둔각
9;92;79;둔각
37;3;140;둔각
82;85;13;예각
9;127;44;둔각
57;90;33;직각
84;48;48;예각
72;68;40;예각
139;30;11;둔각
81;56;43;예각
54;125;1;둔각
68;98;14;둔각
14;38;128;둔각
112;12;56;둔각
8;118;54;둔각
42;86;52;예각
88;16;76;예각
38;112;30;둔각
63;32;85;예각
48;6;126;둔각
45;121;14;둔각
35;117;28;둔각
156;21;3;둔각
69;80;31;예각
15;117;48;둔각
9;39;132;둔각
9;120;51;둔각
89;83;8;예각
29;14;137;둔각
47;83;50;예각
59;26;95;둔각
32;38;110;둔각
89;45;46;예각
85;20;75;예각
30;103;47;둔각
59;51;70;예각
112;23;45;둔각
38;137;5;둔각
41;120;19;둔각
58;25;97;둔각
42;8;130;둔각
31;62;87;예각
39;118;23;둔각
38;29;113;둔각
27;102;51;둔각
44;125;11;둔각
75;85;20;예각
96;76;8;둔각
47;61;72;예각
81;23;76;예각
45;30;105;둔각
18;62;100;둔각
70;17;93;둔각
100;65;15;둔각
15;79;86;예각
143;33;4;둔각
40;94;46;둔각
6;100;74;둔각
103;33;44;둔각
85;30;65;예각
29;41;110;둔각
46;120;14;둔각
98;68;14;둔각
44;15;121;둔각
18;50;112;둔각
56;112;12;둔각
44;66;70;예각
7;9;164;둔각
38;36;106;둔각
116;45;19;둔각
70;46;64;예각
177;2;1;둔각
23;74;83;예각
11;5;164;둔각
121;31;28;둔각
61;44;75;예각
37;86;57;예각
65;91;24;둔각
55;95;30;둔각
38;114;28;둔각
24;82;74;예각
56;120;4;둔각
143;15;22;둔각
39;4;137;둔각
32;29;119;둔각
93;54;33;둔각
94;14;72;둔각
20;139;21;둔각
86;18;76;예각
15;109;56;둔각
121;50;9;둔각
3;154;23;둔각
36;93;51;둔각
13;66;101;둔각
2;84;94;둔각
150;19;11;둔각
21;34;125;둔각
67;20;93;둔각
18;33;129;둔각
21;109;50;둔각
126;49;5;둔각
24;40;116;둔각
81;82;17;예각
37;99;44;둔각
110;5;65;둔각
14;53;113;둔각
135;17;28;둔각
65;52;63;예각
33;52;95;둔각
20;150;10;둔각
102;16;62;둔각
99;8;73;둔각
76;58;46;예각
20;107;53;둔각
24;127;29;둔각
25;82;73;예각
97;48;35;둔각
10;37;133;둔각
19;148;13;둔각
62;103;15;둔각
135;36;9;둔각
65;108;7;둔각
68;106;6;둔각
23;108;49;둔각
3;147;30;둔각
96;52;32;둔각
28;123;29;둔각
129;16;35;둔각
99;69;12;둔각
9;130;41;둔각
39;136;5;둔각
61;74;45;예각
26;55;99;둔각
44;24;112;둔각
18;41;121;둔각
29;135;16;둔각
103;47;30;둔각
105;19;56;둔각
37;50;93;둔각
4;60;116;둔각
22;51;107;둔각
60;94;26;둔각
122;40;18;둔각
118;42;20;둔각
10;61;109;둔각
2;127;51;둔각
90;10;80;직각
52;100;28;둔각
36;14;130;둔각
77;96;7;둔각
6;89;85;예각
51;35;94;둔각
92;1;87;둔각
